budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count
30000000,"[{""id"": 1, ""name"": ""Action""}, {""id"": 2, ""name"": ""Horror""}, {""id"": 3, ""name"": ""Mystery""}]",,330865,"[{""id"": 1, ""name"": ""action""}, {""id"": 2, ""name"": ""horror""}, {""id"": 3, ""name"": ""mystery""}]",en,The Sadist,"A combat veteran, with serious psychological damage, stalks campers and hunters in the woods.",56.25,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2015-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Action story.,The Sadist,4.5,1800
30000000,"[{""id"": 1, ""name"": ""Animation""}]",,330866,"[{""id"": 1, ""name"": ""animation""}]",en,The Weird Kidz,Animated Film Directed By ZP.,90.0,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2015-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Animation story.,The Weird Kidz,7.2,1800
30000000,"[{""id"": 1, ""name"": ""Comedy""}, {""id"": 2, ""name"": ""Fantasy""}, {""id"": 3, ""name"": ""Romance""}]",,330867,"[{""id"": 1, ""name"": ""comedy""}, {""id"": 2, ""name"": ""fantasy""}, {""id"": 3, ""name"": ""romance""}]",en,What Women Want,"A cocky, chauvinistic advertising executive magically acquires the ability to hear what women are thinking.",80.0,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2000-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Comedy story.,What Women Want,6.4,1800
30000000,"[{""id"": 1, ""name"": ""Crime""}, {""id"": 2, ""name"": ""Mystery""}, {""id"": 3, ""name"": ""Romance""}]",,330868,"[{""id"": 1, ""name"": ""crime""}, {""id"": 2, ""name"": ""mystery""}, {""id"": 3, ""name"": ""romance""}]",en,A Força dos Sentidos,"A writer moves to an isolated beach house to write a new book, and gradually gets involved with his odd new neighbors.",90.0,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",1978-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Crime story.,A Força dos Sentidos,7.2,1800
30000000,"[{""id"": 1, ""name"": ""Drama""}, {""id"": 2, ""name"": ""Fantasy""}, {""id"": 3, ""name"": ""Musical""}]",,330869,"[{""id"": 1, ""name"": ""drama""}, {""id"": 2, ""name"": ""fantasy""}, {""id"": 3, ""name"": ""musical""}]",en,Lekin...,"Samir Niyogi lives in India and is assigned by the Government to travel to Rajasthan, evaluate a princely castle that once belonged to Raja Param Singh, take stock of all items, the ...                See full summary »",98.75,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",1990-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Drama story.,Lekin...,7.9,1800
30000000,"[{""id"": 1, ""name"": ""Horror""}, {""id"": 2, ""name"": ""Thriller""}]",,330870,"[{""id"": 1, ""name"": ""horror""}, {""id"": 2, ""name"": ""thriller""}]",en,Alex's Apartment,"After a woman moves in to a Victorian apartment, she soon suspects her neighbour of murder.",80.0,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",1992-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Horror story.,Alex's Apartment,6.4,1800
30000000,"[{""id"": 1, ""name"": ""Crime""}, {""id"": 2, ""name"": ""Horror""}, {""id"": 3, ""name"": ""Thriller""}]",,330871,"[{""id"": 1, ""name"": ""crime""}, {""id"": 2, ""name"": ""horror""}, {""id"": 3, ""name"": ""thriller""}]",en,The Perfect Witness,"Mickey is about to get his big break as an amateur filmmaker, from a serial killer who turns him and his camera into 'the perfect witness'.",68.75,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2007-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Crime story.,The Perfect Witness,5.5,1800
30000000,"[{""id"": 1, ""name"": ""Drama""}, {""id"": 2, ""name"": ""Fantasy""}]",,330872,"[{""id"": 1, ""name"": ""drama""}, {""id"": 2, ""name"": ""fantasy""}]",en,Logoi kai amartimata,"A mentally ill poet with a pious nurse at his side, prepares for his demise by creating his spiritual will. He ""sets up"" in his imagination and with the help of the nurse, a play about the ...                See full summary »",93.75,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2004-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Drama story.,Logoi kai amartimata,7.5,1800
30000000,"[{""id"": 1, ""name"": ""Crime""}, {""id"": 2, ""name"": ""Mystery""}, {""id"": 3, ""name"": ""Thriller""}]",,330873,"[{""id"": 1, ""name"": ""crime""}, {""id"": 2, ""name"": ""mystery""}, {""id"": 3, ""name"": ""thriller""}]",en,The Shadow Behind You,"When the hurricane shuts down the ferry, a film team gets stuck in an isolated island hospital, known for a silent psychological war between the inmates and the staff.",43.75,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2015-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Crime story.,The Shadow Behind You,3.5,1800
30000000,"[{""id"": 1, ""name"": ""Action""}, {""id"": 2, ""name"": ""Drama""}]",,330874,"[{""id"": 1, ""name"": ""action""}, {""id"": 2, ""name"": ""drama""}]",en,White Fury,Two ruthless criminals take two teenage couples hostage at a remote mountain cabin in Colorado following a botched bank robbery.,43.75,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",1989-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Action story.,White Fury,3.5,1800
30000000,"[{""id"": 1, ""name"": ""Drama""}, {""id"": 2, ""name"": ""Romance""}]",,330875,"[{""id"": 1, ""name"": ""drama""}, {""id"": 2, ""name"": ""romance""}]",en,Mizhi Thurakku,A Malayalam romantic melodrama directed by Santhosh Souparnika.,90.0,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2014-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Drama story.,Mizhi Thurakku,7.2,1800
30000000,"[{""id"": 1, ""name"": ""Drama""}, {""id"": 2, ""name"": ""Romance""}, {""id"": 3, ""name"": ""Thriller""}]",,330876,"[{""id"": 1, ""name"": ""drama""}, {""id"": 2, ""name"": ""romance""}, {""id"": 3, ""name"": ""thriller""}]",en,Veronika,"A dark psychological romantic thriller, Veronika is a journey through the darkest recesses of a broken mind. It might be described as a cross between the films Memento and Unfaithful....                See full synopsis »",90.0,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2015-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Drama story.,Veronika,7.2,1800
30000000,"[{""id"": 1, ""name"": ""Horror""}]",,330877,"[{""id"": 1, ""name"": ""horror""}]",en,City of the Vampires,"A gory & violent take on ""Night of the Living Dead"", only with vampires.",52.5,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",1993-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Horror story.,City of the Vampires,4.2,1800
30000000,"[{""id"": 1, ""name"": ""Adventure""}, {""id"": 2, ""name"": ""Crime""}, {""id"": 3, ""name"": ""Drama""}]",,330878,"[{""id"": 1, ""name"": ""adventure""}, {""id"": 2, ""name"": ""crime""}, {""id"": 3, ""name"": ""drama""}]",en,Ring of Fire,"In the 1960s Oregon, two sheriff deputies arrest three teenagers for robbery but are overpowered and taken hostage while forest fires rage all around them.",77.5,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",1961-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Adventure story.,Ring of Fire,6.2,1800
30000000,"[{""id"": 1, ""name"": ""Drama""}, {""id"": 2, ""name"": ""Comedy""}, {""id"": 3, ""name"": ""Action""}]",,330879,"[{""id"": 1, ""name"": ""drama""}, {""id"": 2, ""name"": ""comedy""}, {""id"": 3, ""name"": ""action""}]",en,Süd. Grenze,"One time you find yourself in a park, on a bench, looking into space, and for a second you forget which country you are in, whether it's morning or evening; you are pierced by a pang of ...                See full summary »",98.75,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2001-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Drama story.,Süd. Grenze,7.9,1800
30000000,"[{""id"": 1, ""name"": ""Comedy""}, {""id"": 2, ""name"": ""Family""}]",,330880,"[{""id"": 1, ""name"": ""comedy""}, {""id"": 2, ""name"": ""family""}]",en,House Arrest,"Desperate to keep their various parents from getting divorced, a group of children kidnaps them and holds them prisoner in a basement to force them to reconcile.",71.25,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",1996-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Comedy story.,House Arrest,5.7,1800
30000000,"[{""id"": 1, ""name"": ""Action""}]",,330881,"[{""id"": 1, ""name"": ""action""}]",en,Wan fa gui zong yi Shao Lin,"Prince Chien Lung, who soon became the Ching Dynasty's most famous and far-reaching emperor, travels with his bodyguard to locate a secret document offering evidence of the prince's Han ...                See full summary »",68.75,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",1976-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Action story.,Wan fa gui zong yi Shao Lin,5.5,1800
30000000,"[{""id"": 1, ""name"": ""Fantasy""}]",,330882,"[{""id"": 1, ""name"": ""fantasy""}]",en,Feystrom,"Kaj discovers that his family has kept a dark secret that now, not only threatens his life, but all life on earth. Will he accept his fate foretold centuries ago and allow a great evil to reign?",90.0,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2015-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Fantasy story.,Feystrom,7.2,1800
30000000,"[{""id"": 1, ""name"": ""Crime""}, {""id"": 2, ""name"": ""Drama""}, {""id"": 3, ""name"": ""Thriller""}]",,330883,"[{""id"": 1, ""name"": ""crime""}, {""id"": 2, ""name"": ""drama""}, {""id"": 3, ""name"": ""thriller""}]",en,Suburra,"A gangster known as ""Samurai"" wants to turn the waterfront of Rome into a new Las Vegas. All the local mob bosses have agreed to work for this common goal. But peace is not to last long.",92.5,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2015-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Crime story.,Suburra,7.4,1800
30000000,"[{""id"": 1, ""name"": ""Thriller""}]",,330884,"[{""id"": 1, ""name"": ""thriller""}]",en,Bloodtype,"A white collar gamer is recruited by a band of activists who accuse his financial firm of horrific crimes. Ensnared inside a corrupt system of organ trafficking, he must come to grips with his cowardice and decide what side he's really on.",90.0,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2015-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Thriller story.,Bloodtype,7.2,1800
30000000,"[{""id"": 1, ""name"": ""Crime""}, {""id"": 2, ""name"": ""Mystery""}]",,330885,"[{""id"": 1, ""name"": ""crime""}, {""id"": 2, ""name"": ""mystery""}]",en,The Mystic Hour,A hero in a robbery comes up against a crime boss and the crooked guardian of the girl he loves.,57.5,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",1933-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Crime story.,The Mystic Hour,4.6,1800
30000000,"[{""id"": 1, ""name"": ""Comedy""}, {""id"": 2, ""name"": ""Drama""}, {""id"": 3, ""name"": ""Family""}]",,330886,"[{""id"": 1, ""name"": ""comedy""}, {""id"": 2, ""name"": ""drama""}, {""id"": 3, ""name"": ""family""}]",en,Bach et Bottine,"Fanny is a young orphan girl who is sent to live with her detached Uncle Jonathan when her grandmother enters a nursing home. As Jonathan prepares for an organ recital of music by Bach, he ...                See full summary »",82.5,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",1986-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Comedy story.,Bach et Bottine,6.6,1800
30000000,"[{""id"": 1, ""name"": ""Thriller""}]",,330887,"[{""id"": 1, ""name"": ""thriller""}]",en,Cheot sonnim,"A young doctor, Seo Dong-jun, opens a clinic using his wife's money. He is horrified, however, when his first patient is a woman he thought he had killed years earlier by pushing from a ...                See full summary »",90.0,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",1974-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Thriller story.,Cheot sonnim,7.2,1800
30000000,"[{""id"": 1, ""name"": ""Thriller""}]",,330888,"[{""id"": 1, ""name"": ""thriller""}]",en,X-The Killer's Theory,THE MOVIE IS NARRATED IN A BLACK COMEDY PATTERN WITH A SUSPENSE ANGLE TO IT. X's Identity will not be revealed till the end of the movie.,90.0,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2015-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Thriller story.,X-The Killer's Theory,7.2,1800
30000000,"[{""id"": 1, ""name"": ""Drama""}, {""id"": 2, ""name"": ""Romance""}, {""id"": 3, ""name"": ""War""}]",,330889,"[{""id"": 1, ""name"": ""drama""}, {""id"": 2, ""name"": ""romance""}, {""id"": 3, ""name"": ""war""}]",en,Soldier's Joy,"Set against the backdrop of the Civil War, star-crossed lovers fight against events, circumstances and strange happenings, which conspire to keep them apart.",95.0,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2018-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Drama story.,Soldier's Joy,7.6,1800
30000000,"[{""id"": 1, ""name"": ""Sci-Fi""}]",,330890,"[{""id"": 1, ""name"": ""sci-fi""}]",en,Meals on Wheels,A group of post apocalyptic survivors come to grips with their own priorities while running through the desert from blood thirsty zombies.,90.0,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2015-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Sci-Fi story.,Meals on Wheels,7.2,1800
30000000,"[{""id"": 1, ""name"": ""Sci-Fi""}]",,330891,"[{""id"": 1, ""name"": ""sci-fi""}]",en,Encounters,Two childhood friends reunite to reminisce but things go awry when an enchanting extraterrestrial crashes near their cabin and they must race to elude a pair of sinister officials while being drawn into an interstellar conflict.,90.0,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2015-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Sci-Fi story.,Encounters,7.2,1800
30000000,"[{""id"": 1, ""name"": ""Drama""}, {""id"": 2, ""name"": ""History""}, {""id"": 3, ""name"": ""Romance""}]",,330892,"[{""id"": 1, ""name"": ""drama""}, {""id"": 2, ""name"": ""history""}, {""id"": 3, ""name"": ""romance""}]",en,Love or a Kingdom,"Barbara Radziwillówna, the daughter of the noble house of Radziwill, accidentally meets the future Polish king Zygmunt August under embarrassing circumstances. She introduces herself as a ...                See full summary »",73.75,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",1936-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Drama story.,Love or a Kingdom,5.9,1800
30000000,"[{""id"": 1, ""name"": ""Horror""}, {""id"": 2, ""name"": ""Mystery""}, {""id"": 3, ""name"": ""Romance""}]",,330893,"[{""id"": 1, ""name"": ""horror""}, {""id"": 2, ""name"": ""mystery""}, {""id"": 3, ""name"": ""romance""}]",en,Raaz Reboot,"The fourth installment of a horror series that explores secrets, mysteries and human frailties.",55.0,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2016-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Horror story.,Raaz Reboot,4.4,1800
30000000,"[{""id"": 1, ""name"": ""Adventure""}, {""id"": 2, ""name"": ""History""}]",,330894,"[{""id"": 1, ""name"": ""adventure""}, {""id"": 2, ""name"": ""history""}]",en,Samson und Delila,"One of the first epic films made in Austria, as in some of the similar Cecil B De Mille entries, a fusion of a biblical story with a modern update.",72.5,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",1922-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Adventure story.,Samson und Delila,5.8,1800
30000000,"[{""id"": 1, ""name"": ""Horror""}, {""id"": 2, ""name"": ""Mystery""}, {""id"": 3, ""name"": ""Thriller""}]",,330895,"[{""id"": 1, ""name"": ""horror""}, {""id"": 2, ""name"": ""mystery""}, {""id"": 3, ""name"": ""thriller""}]",en,The Vardøger,"When Jack Gibson inexplicably finds himself in an abandoned hospital, a terrifying mystery has begun. Unable to escape, Jack and his fellow ""residents"" attempt to unravel the clues as to ...                See full summary »",90.0,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2015-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Horror story.,The Vardøger,7.2,1800
30000000,"[{""id"": 1, ""name"": ""Fantasy""}]",,330896,"[{""id"": 1, ""name"": ""fantasy""}]",en,Madame X: An Absolute Ruler,"Several women, all bored with their menial lives, join a lesbian pirate ship and set sail on a kooky adventure.",62.5,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",1978-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Fantasy story.,Madame X: An Absolute Ruler,5.0,1800
30000000,"[{""id"": 1, ""name"": ""Animation""}, {""id"": 2, ""name"": ""Action""}, {""id"": 3, ""name"": ""Drama""}]",,330897,"[{""id"": 1, ""name"": ""animation""}, {""id"": 2, ""name"": ""action""}, {""id"": 3, ""name"": ""drama""}]",en,Blame!,"In the distant future, humans are declared ""illegal residents"" and hunted to near extinction by murderous robots. One day, a group of human scavengers come across a strange man named Killy, who may be the key to humanity's survival.",82.5,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2017-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Animation story.,Blame!,6.6,1800
30000000,"[{""id"": 1, ""name"": ""Crime""}, {""id"": 2, ""name"": ""Music""}, {""id"": 3, ""name"": ""Mystery""}]",,330898,"[{""id"": 1, ""name"": ""crime""}, {""id"": 2, ""name"": ""music""}, {""id"": 3, ""name"": ""mystery""}]",en,Rendezvous at Midnight,"There are plenty of suspects when an unscrupulous, blackmailing businessman turns up dead, especially the Police Commissioner's current paramour, who actually confessed to the killing before it was committed.",71.25,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",1935-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Crime story.,Rendezvous at Midnight,5.7,1800
30000000,"[{""id"": 1, ""name"": ""Sci-Fi""}]",,330899,"[{""id"": 1, ""name"": ""sci-fi""}]",en,Syd and Chloe and the Myriad Worlds,"Syd and Chloe are chasing a psychopathic traveler who must be stopped before he triggers another catastrophe, but their plans are diverted by the arrival of young woman who complicates everything.",90.0,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2022-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Sci-Fi story.,Syd and Chloe and the Myriad Worlds,7.2,1800
30000000,"[{""id"": 1, ""name"": ""History""}]",,330900,"[{""id"": 1, ""name"": ""history""}]",en,The Confederate,"Georgia, 1864. Desperate to escape an arranged marriage to her brutal neighbor, Willa Randall disguises herself as a boy and joins the Confederate cavalry.",58.75,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2018-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary History story.,The Confederate,4.7,1800
30000000,"[{""id"": 1, ""name"": ""Drama""}, {""id"": 2, ""name"": ""Horror""}, {""id"": 3, ""name"": ""Mystery""}]",,330901,"[{""id"": 1, ""name"": ""drama""}, {""id"": 2, ""name"": ""horror""}, {""id"": 3, ""name"": ""mystery""}]",en,Door to the Other Side,A young couple awakens a terrible force when they attempt to socialize their reclusive neighbor.,50.0,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2016-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Drama story.,Door to the Other Side,4.0,1800
30000000,"[{""id"": 1, ""name"": ""Action""}, {""id"": 2, ""name"": ""Adventure""}]",,330902,"[{""id"": 1, ""name"": ""action""}, {""id"": 2, ""name"": ""adventure""}]",en,Mission Impossible Versus the Mob,Jim Phelps leads the impossible Mission Force to smash the criminal syndicate whose head is Frank Wayne. Adapted from a TV series.,85.0,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",1969-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Action story.,Mission Impossible Versus the Mob,6.8,1800
30000000,"[{""id"": 1, ""name"": ""Animation""}, {""id"": 2, ""name"": ""Comedy""}, {""id"": 3, ""name"": ""Drama""}]",,330903,"[{""id"": 1, ""name"": ""animation""}, {""id"": 2, ""name"": ""comedy""}, {""id"": 3, ""name"": ""drama""}]",en,Anomalisa,A man crippled by the mundanity of his life experiences something out of the ordinary.,90.0,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2015-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Animation story.,Anomalisa,7.2,1800
30000000,"[{""id"": 1, ""name"": ""Animation""}, {""id"": 2, ""name"": ""Adventure""}, {""id"": 3, ""name"": ""Drama""}]",,330904,"[{""id"": 1, ""name"": ""animation""}, {""id"": 2, ""name"": ""adventure""}, {""id"": 3, ""name"": ""drama""}]",en,Corto Maltese: Secret Court of the Arcanes,"In 1918, civil wars are tearing Russia and China apart. Laconic adventurer Corto Maltese is hired by a Chinese secret society to capture a train that's taking Tzar's gold abroad. His friend Rasputin joins him, but only hell awaits them.",83.75,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2002-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Animation story.,Corto Maltese: Secret Court of the Arcanes,6.7,1800
30000000,"[{""id"": 1, ""name"": ""Comedy""}, {""id"": 2, ""name"": ""Drama""}, {""id"": 3, ""name"": ""Romance""}]",,330905,"[{""id"": 1, ""name"": ""comedy""}, {""id"": 2, ""name"": ""drama""}, {""id"": 3, ""name"": ""romance""}]",en,All About E,"A beautiful sexy DJ is forced to run when she stumbles on a stash of cash. Can she keep the money, conquer her demons, AND get the girl?",63.75,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2015-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Comedy story.,All About E,5.1,1800
30000000,"[{""id"": 1, ""name"": ""Fantasy""}, {""id"": 2, ""name"": ""Adventure""}]",,330906,"[{""id"": 1, ""name"": ""fantasy""}, {""id"": 2, ""name"": ""adventure""}]",en,Chandu on the Magic Island,"On the mystic island of Lemuria, the cult of Ubasti seek the Egyptian Princess Nadji to sacrifice so that their goddess Ossana, whose soul resides in Nadji's body, may be resurrected by ...                See full summary »",56.25,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",1935-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Fantasy story.,Chandu on the Magic Island,4.5,1800
30000000,"[{""id"": 1, ""name"": ""Biography""}, {""id"": 2, ""name"": ""Drama""}]",,330907,"[{""id"": 1, ""name"": ""biography""}, {""id"": 2, ""name"": ""drama""}]",en,Untitled Robert Capa Project,"The story of Hungarian photojournalist Robert Capa, who captured renown images of The Spanish Civil War and World War II.",90.0,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2015-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Biography story.,Untitled Robert Capa Project,7.2,1800
30000000,"[{""id"": 1, ""name"": ""Animation""}, {""id"": 2, ""name"": ""Drama""}, {""id"": 3, ""name"": ""History""}]",,330908,"[{""id"": 1, ""name"": ""animation""}, {""id"": 2, ""name"": ""drama""}, {""id"": 3, ""name"": ""history""}]",en,Bhagmati,A contemporary young woman who visits some historical place realizes that she and her boyfriend were Bhagmati and Qutb Shah in their previous life.,77.5,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2005-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Animation story.,Bhagmati,6.2,1800
30000000,"[{""id"": 1, ""name"": ""Comedy""}, {""id"": 2, ""name"": ""Crime""}, {""id"": 3, ""name"": ""History""}]",,330909,"[{""id"": 1, ""name"": ""comedy""}, {""id"": 2, ""name"": ""crime""}, {""id"": 3, ""name"": ""history""}]",en,Operation Curveball,"The grotesque, at times even surreal, true story of how the Iraq war was started based on nothing but fake intelligence and the involvement of the German government and the German secret service.",86.25,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2020-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Comedy story.,Operation Curveball,6.9,1800
30000000,"[{""id"": 1, ""name"": ""Action""}, {""id"": 2, ""name"": ""Adventure""}, {""id"": 3, ""name"": ""Crime""}]",,330910,"[{""id"": 1, ""name"": ""action""}, {""id"": 2, ""name"": ""adventure""}, {""id"": 3, ""name"": ""crime""}]",en,The Spider Returns,"The evil and masked ""Gargoyle"" is sabotaging all of America's industrial plants. It is up to the Spider to save the country.",76.25,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",1941-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Action story.,The Spider Returns,6.1,1800
30000000,"[{""id"": 1, ""name"": ""Horror""}]",,330911,"[{""id"": 1, ""name"": ""horror""}]",en,Killer!,A man is made insane by medical experiments and begins a murder and cannibalism spree.,77.5,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",1990-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Horror story.,Killer!,6.2,1800
30000000,"[{""id"": 1, ""name"": ""Drama""}, {""id"": 2, ""name"": ""Fantasy""}, {""id"": 3, ""name"": ""Romance""}]",,330912,"[{""id"": 1, ""name"": ""drama""}, {""id"": 2, ""name"": ""fantasy""}, {""id"": 3, ""name"": ""romance""}]",en,Love in 42.9,"A husband feels bored in his 9 year marriage. To add spice to his marriage, the husband composes a love letter to his wife. He doesn't sign the letter, thinking his wife would know who sent...                See full summary »",90.0,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2013-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Drama story.,Love in 42.9,7.2,1800
30000000,"[{""id"": 1, ""name"": ""Drama""}, {""id"": 2, ""name"": ""Mystery""}, {""id"": 3, ""name"": ""Sci-Fi""}]",,330913,"[{""id"": 1, ""name"": ""drama""}, {""id"": 2, ""name"": ""mystery""}, {""id"": 3, ""name"": ""sci-fi""}]",en,Cloud Atlas,"An exploration of how the actions of individual lives impact one another in the past, present and future, as one soul is shaped from a killer into a hero, and an act of kindness ripples across centuries to inspire a revolution.",92.5,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",2012-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Drama story.,Cloud Atlas,7.4,1800
30000000,"[{""id"": 1, ""name"": ""Action""}, {""id"": 2, ""name"": ""Adventure""}, {""id"": 3, ""name"": ""Thriller""}]",,330914,"[{""id"": 1, ""name"": ""action""}, {""id"": 2, ""name"": ""adventure""}, {""id"": 3, ""name"": ""thriller""}]",en,From Russia with Love,James Bond willingly falls into an assassination plot involving a naive Russian beauty in order to retrieve a Soviet encryption device that was stolen by S.P.E.C.T.R.E.,92.5,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",1963-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Action story.,From Russia with Love,7.4,1800
30000000,"[{""id"": 1, ""name"": ""Action""}]",,330915,"[{""id"": 1, ""name"": ""action""}]",en,Machoman,A martial arts expert finds honor and success developing an unusual fighting style.,90.0,"[{""name"": ""Cinema Productions""}]","[{""name"": ""USA""}]",1980-01-01,65000000,115.0,"[{""name"": ""English""}]",Released,An extraordinary Action story.,Machoman,7.2,1800
